scope,baseline_rmse_percent,shuffle_rmse_percent,rmse_delta_percent,baseline_mae_percent,shuffle_mae_percent,mae_delta_percent
SP20-1,2.738279200065103,2.1849655531160073,-0.5533136469490958,2.026612203900938,1.6724698991175155,-0.35414230478342246
SP20-3,2.417126211287207,2.7357271977707995,0.3186009864835926,1.8526288456220081,2.316853124628401,0.46422427900639285
70_30_split,6.676925503829476,4.5127947039458975,-2.164130799883578,5.904048854086769,3.877579668432849,-2.02646918565392
